
Serial	Event	&quot;Code Level 0&quot;	&quot;Level 0&quot;	&quot;Code Level 1&quot;	&quot;Level 1&quot;	&quot;Code Level 2&quot;	&quot;Level 2&quot;	&quot;Location&quot;	Date (YMD)	Comments	Cause	Description of Cause	Source	Magnitude	GLIDEnumber	Other sectors	DataCards	Deaths	Injured	Missing	Houses Destroyed	Houses Damaged	Directly affected	Indirectly Affected	Relocated	Evacuated	Losses $USD	Losses $Local	Education centers	Hospitals	Damages in crops Ha.	Lost Cattle	Damages in roads Mts	Duration (d)	With Deaths	With Injured	With Missing	With Houses Destroyed	With Houses Affected	With Victims	With Affected	With Relocated	With Evacuated	Education	Health sector	Agriculture	Water supply	Sewerage	Industries	Communications	Transportation	Power and Energy	Relief	With other sectors	fichas.latitude	fichas.longitude	Formula	Deaths female	Deaths male	Deaths children	Deaths adults	Deaths elder	Deaths disabled	Deaths poor	Missing female	Missing male	Missing children	Missing adults	Missing elder	Missing disabled	Missing poor	Injured female	Injured male	Injured children	Injured adults	Injured elder	Injured disabled	Injured poor	Living damaged dwellings	Living damaged dwellings female	Living damaged dwellings male	Living damaged dwellings children	Living damaged dwellings adults	Living damaged dwellings elder	Living damaged dwellings disabled	Living damaged dwellings poor	Living destroyed dwellings	Living destroyed dwellings female	Living destroyed dwellings male	Living destroyed dwellings children	Living destroyed dwellings adults	Living destroyed dwellings elder	Living destroyed dwellings disabled	Living destroyed dwellings poor	Livelihood affected	Livelihoods female	Livelihoods male	Livelihoods children	Livelihoods adults	Livelihoods elder	Livelihoods disabled	Livelihoods poor	Ha damaged	Ha destroyed	Loss from crops	Livestock total	Livestock damaged	Loss from livestock total	Ha forest total	Ha forest damaged	Ha forest destroyed	Loss from forest total	Ha aquaculture total	Ha aquaculture damaged	Ha aquaculture destroyed	Loss from aquaculture total	Vessels total	Vessels damaged	Vessels destroyed	Loss from vessels total	Stock facilities affected	Stock facilities damaged	Stock facilities destroyed	Stock loss affected	Agricultural assets affected	Agricultural assets damaged	Agricultural assets destroyed	Agricultural assets loss affected	Productive assets affected	Productive assets damaged	Productive assets destroyed	Productive assets loss affected	Houses total	Loss from dwellings	Loss from dwellings damaged	Loss from  dwellingsdestroyed	Health facilities damaged	Health facilities destroyed	Loss from health facilities	Education damaged	Education destroyed	Loss from education	Number infrastructures	Number damaged infrastructures	Number destroyed infrastructures	Loss from infrastructures	Loss from cultural fixed	Loss from cultural mobile damaged	Loss from cultural mobile destroyed	Cultural fixed damaged	Cultural fixed destroyed	Cultural mobile damaged	Cultural mobile destroyed	Damaged: Roads	Loss: Roads	Destroyed: Roads	Disruptions to Public Administration Service	Total: Roads	Disruptions to Solid Waste Service	Loss: Cattle	Total: Cattle	Damaged: Cattle	Destroyed: Cattle	
"D1021"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011001	Ramnagar	Ramnagar	1995/7/5		Other	Bus Accident	Amar Ujala/06July/1995				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1022"	FIRE	IND005	Uttarakhand	IND005009	Almora			Paltan Bazar	1995/7/3		Other	Electric short	Amar Ujala/04July/1995				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1023"	LANDSLIDE	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Dharchula	1995/8/25		Other	Landslide	Amar Ujala/26Aug/1995				1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1024"	ACCIDENT	IND005	Uttarakhand	IND005010	Champawat	IND005010003	Lohaghat	Lohaghat	1995/8/23		Other	Tiger attack	Amar Ujala/24Aug/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1025"	Road Accident	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Almora road	1995/8/23		Other	Truck Toppled	Amar Ujala/24Aug/1995				1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1026"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Jeolikote	1995/8/23		Other	Bus Accident	Amar Ujala/24Aug/1995				1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1027"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Barelly road	1995/8/21		Other	Car Accident	Amar Ujala/22Aug/1995				1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1028"	FIRE	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Deval chaud	1995/8/21		Other	Stove Burst	Amar Ujala/22Aug/1995				1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1029"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011001	Ramnagar	Ramnagar	1995/8/16		Other	Truck Toppled	Amar Ujala/17Aug/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D103"	Road Accident	IND005	Uttarakhand	IND005006	Garhwal	IND005006001	Kot	Kaudiya Secter	1986/1/16		Other	Truck Accident	Amar Ujala/ 17 Jan/1986				1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D1030"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012007	Rudrapur	Near Udaypur	1995/8/15		Other	Bus Toppled	Amar Ujala/16Aug/1995				1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1031"	Flash Flood	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Didihat Area	1995/5/12		Rain	Hevy rain	Amar Ujala/13Aug/1995				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1032"	Road Accident	IND005	Uttarakhand	IND005010	Champawat	IND005010003	Lohaghat	Ketikhan, Lohagat	1995/8/10		Other	Scooter Accident	Amar Ujala/11Aug/1995				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1033"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Kathgodam	1995/8/9		Other	Accident between Bus and Tempo	Amar Ujala/10Aug/1995				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1034"	Road Accident	IND005	Uttarakhand	IND005011	Nainital			Bedehula	1995/8/5		Other	Bus Accident	Amar Ujala/06Aug/1995				1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1035"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Tanakpur - Pithoragarh road	1995/8/3		Rain	Heavy Rain	Amar Ujala/04Aug/1995				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1037"	ACCIDENT	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012003	Sitarganj	Sitarganj	1995/9/20		Other	Drowned in rever 	Amar Ujala/21Sep/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1038"	Road Accident	IND005	Uttarakhand	IND005007	Pithoragarh			Deval thal	1995/8/10		Other	Jeep Toppled	Amar Ujala/11Sep/1995				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1039"	LANDSLIDE	IND005	Uttarakhand	IND005009	Almora			Almora, Pithoragharh Road	1995/9/7	Landslide in Almora,Pithoragarh and Nainital.	Rain	Heavy rain	Amar Ujala/08Sep/1995				1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D104"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012002	Jaspur	Near Pealidam	1986/1/22		Other	Truck Accident	Amar Ujala/ 23 Jan/1986				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D1040"	ACCIDENT	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Sobla, Dharchula	1995/9/6		Other	Drowned in rever	Amar Ujala/07Sep/1995				1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1041"	Road Accident	IND005	Uttarakhand	IND005010	Champawat	IND005010003	Lohaghat	Champawat, Tanakpur - Pithoragarh road	1995/10/30		Other	Taxi accident	Amar Ujala/31Oct/1995				1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1041"	Flash Flood	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Tawaghat, Dharchula	1995/9/6		Rain	Heavy Rain	Amar UJala/07Sep/1995				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1042"	Road Accident	IND005	Uttarakhand	IND005009	Almora			Binsar	1995/10/29		Other	Jeep Accident	Amar Ujala/30 Oct/1995				1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1043"	FIRE	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012001	Kasipur	Bam factory, Kashipur	1995/10/19		Other	Bam factory fire	Amar Ujala/20 Oct/1995				1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1044"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012001	Kasipur	Kashipur	1995/10/18		Other	Truck Accident	Amar Ujala/ 19 Oct/1993				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1045"	Road Accident	IND005	Uttarakhand	IND005011	Nainital			Near Bhumiyadhar, (Bhowali- Sainitorium - Haldwanai road)	1995/10/6		Other	Car Accident	Amar Ujala/07Oct/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1046"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012005	Bajpur	Keshowala, Bazpur	1995/12/30		Other		Amar Ujala/31Dec/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1047"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Rampur road	1995/12/30		Other		Amar Ujala/31Dec/1995				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1048"	Road Accident	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Bageshwar 	1995/12/29		Other	Van Toppled 	Amar Ujala/30Dec/1995				1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1049"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Golapur area, haldwani	1995/12/23		Other	Tractor Trolly Accident	Amar Ujala/24Dec/1995				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D105"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012007	Rudrapur	Rudrapur	1986/1/27		Other	Car Accident	Amar Ujala/ 28 Jan/1986				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D1050"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012003	Sitarganj	Sitarganj	1995/12/20		Other	Truck Accident	Amar Ujala/21Dec/1995				1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D1051"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012003	Sitarganj	Sitarganj	1995/12/20		Other	Truck Accident	Amar Ujala/21Dec/1995				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
